Block_ID,Trial_ID,Condition,Assigned_Delay_ms,Actual_Delay_ms,Timing_Error_ms,Button_Pressed,Response,Reaction_Time_ms,Response_Classification,EMG_Onset_Detected,Flip_Executed,Accuracy,flip_time_ms,button_time_ms,onset_time_ms,scoring_reason
3,1,control,n/a,No_Flip,n/a,T,right,1.210510100000647,Button_Before_Flip,F,F,True,,3.0002593994140625,,correct_response_before_flip_or_control_trial
3,2,control,n/a,No_Flip,n/a,F,,,No_Response,F,F,,,,,no_response
3,3,delay_0,0.0,5.002498626708984,5.002498626708984,T,left,1.2119031000001996,Button_After_Flip,T,T,False,5.002498626708984,140.93923568725586,,incorrect_response_after_flip_to_zero_coherence
3,4,control,n/a,No_Flip,n/a,T,right,0.8114285999999993,Button_Before_Flip,F,F,True,,135.9412670135498,,correct_response_before_flip_or_control_trial
3,5,control,n/a,No_Flip,n/a,T,right,1.1064939999996568,Button_Before_Flip,F,F,True,,138.93985748291016,,correct_response_before_flip_or_control_trial
3,6,control,n/a,No_Flip,n/a,T,right,0.9413510000003952,Button_Before_Flip,F,F,True,,137.9404067993164,,correct_response_before_flip_or_control_trial
3,7,delay_0,0.0,7.998466491699219,7.998466491699219,T,right,0.9433350999997856,Button_After_Flip,T,T,False,7.998466491699219,142.93861389160156,,incorrect_response_after_flip_to_zero_coherence
3,8,control,n/a,No_Flip,n/a,T,left,0.9417105000002266,Button_Before_Flip,F,F,True,,137.94755935668945,,correct_response_before_flip_or_control_trial
3,9,control,n/a,No_Flip,n/a,T,left,0.8054852000004757,Button_Before_Flip,F,F,True,,135.9426975250244,,correct_response_before_flip_or_control_trial
3,10,delay_100,100.0,136.94357872009277,36.94357872009277,T,left,0.7827443000005587,Button_Before_Flip,T,T,True,136.94357872009277,133.9426040649414,,correct_response_before_flip_or_control_trial
3,11,delay_200,200.0,262.8796100616455,62.87961006164551,T,left,1.036973900000703,Button_Before_Flip,T,F,True,262.8796100616455,132.93910026550293,,correct_response_before_flip_or_control_trial
3,12,delay_250,250.0,264.90283012390137,14.902830123901367,T,left,0.780872499999532,Button_Before_Flip,T,F,True,264.90283012390137,132.9634189605713,,correct_response_before_flip_or_control_trial
3,13,delay_50,50.0,133.9414119720459,83.9414119720459,F,,,No_Response,T,T,,133.9414119720459,,,no_response
3,14,delay_50,50.0,135.9353065490723,85.93530654907227,T,right,1.032991499999298,Button_Before_Flip,T,T,True,135.9353065490723,132.9340934753418,,correct_response_before_flip_or_control_trial
3,15,control,n/a,No_Flip,n/a,T,right,0.9078947999996672,Button_Before_Flip,F,F,True,,133.93878936767578,,correct_response_before_flip_or_control_trial
3,16,control,n/a,No_Flip,n/a,T,right,1.1637803999992684,Button_Before_Flip,F,F,True,,261.88039779663086,,correct_response_before_flip_or_control_trial
